,text,label
2730,is it just visa or can i also use mastercard?,visa_or_mastercard
2736,I got double charged!,transaction_charged_twice
2737,Do I have to verify the top-up?,verify_top_up
2738,I made a purchase earlier today but it is still listed as pending- when will it go through?,pending_card_payment
2743,What can I do to track the card you sent me?,card_arrival
2744,Can I add a card to back into the app?,card_linking
2746,"I do not like this, I made a simple transfer but I have an additional charge for doing so.",transfer_fee_charged
2748,What are the fees for using a European bank card?,top_up_by_card_charge
2749,Can I change my PIN on my phone?,change_pin
2754,I can't find my card! Can you help?,lost_or_stolen_card
2755,how long should i expect to wait when i add money,pending_top_up
2760,Can I use a credit card from the US to top up?,supported_cards_and_currencies
2761,I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient
2762,When will my top-up be completed?,pending_top_up
2764,It looks like my top up didn't work.  Why?,top_up_failed
2766,I dont have a pin,get_physical_card
2767,Where do I top up?,top_up_by_cash_or_cheque
2769,The app doesn't believe its me.,unable_to_verify_identity
2770,"I've been waiting a while for my card, is there a way to know when it will arrive?",card_arrival
2774,What can I do to verify my card?,verify_top_up
2775,I ordered my card but it hasn't been delivered yet,card_arrival
2779,What do I do if I can't prove my identity?,unable_to_verify_identity
2780,I have a top-up that's still pending and wanted to know about it.,pending_top_up
2781,My card expires next week. How do I get a new one?,card_about_to_expire
2783,I need my virtual card,getting_virtual_card
2785,I would like to get both a Visa and MasterCard?,visa_or_mastercard
2788,Is there something wrong with my ATM Card?  Tried using it earlier and it did not work.,declined_cash_withdrawal
2789,How do I verify my source of funds?,verify_source_of_funds
2790,Is there a fee for topping up a card?,top_up_by_card_charge
2793,"I withdrew money and got a fee, please explain",cash_withdrawal_charge
2796,Are there cash machines where I can change my PIN?,change_pin
2797,"This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined.",declined_cash_withdrawal
2802,Where can I get your exchange rates from?,exchange_rate
2803,The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account?,declined_cash_withdrawal
2804,Can you tell me how to get a disposable virtual card?,get_disposable_virtual_card
2806,I would prefer a Mastercard.,visa_or_mastercard
2808,What does it mean if my payment is pending?,pending_card_payment
2810,I forgot my PIN and now it is blocked.,pin_blocked
2812,How's the exchange rate?,exchange_rate
2814,I was unable to transfer money to a beneficiary.,beneficiary_not_allowed
2816,Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later.,reverted_card_payment?
2817,I am trying to make a transfer to a different account but they keep getting declined. I have double checked all the details and the information is correct.,declined_transfer
2818,Can you tell me why I was declined from getting cash?,declined_cash_withdrawal
2819,I would like to know more about what a disposable virtual card is?,get_disposable_virtual_card
2820,Is there a reason my payment is still pending?,pending_card_payment
2822,where to i get my funds from?,verify_source_of_funds
2824,"While doing a transfer, it says declined.",declined_transfer
2826,can I be charged for topping up by card,top_up_by_card_charge
2827,How do I update my address?,edit_personal_details
2829,What's taking so long for this payment to go through?,pending_card_payment
2830,Which ATM's am i able to change my PIN?,change_pin
2832,Am I able to have a card sent to China?,card_about_to_expire
2835,"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",pending_top_up
2836,I really want a physical card. How do I get one?,order_physical_card
2838,"I need to deposit my virtual card, how do i do that.",get_disposable_virtual_card
2839,Can you please explain why my beneficiary is not allowed?,beneficiary_not_allowed
2840,"my card details could be stolen, as i didnt make these transactions",compromised_card
2842,"My card still hasn't arrived after two weeks, now what?",card_arrival
2843,Help me verify the card used on a top-up.,verify_top_up
2844,How are foreign exchange rates determined?,exchange_rate
2845,What does the bank charge for lost or stolen card replacements?,order_physical_card
2846,Why hasn't my payment gone through?,pending_card_payment
2847,How do I verify my top up?,verify_top_up
2850,I need to change my contact information.,edit_personal_details
2851,How do I reactivate a card I thought I lost?,card_linking
2853,Why do I see an extra £1 charge on my statement?,extra_charge_on_statement
2854,What can I expect at card expiration?,card_about_to_expire
2855,I have kids and I'm curious at what age could they start to use your service.,age_limit
2856,My card won't work at all for anything.,card_not_working
2858,Was there a number to track that I could get?,card_arrival
2859,Something's wrong my card won't work.,card_not_working
2860,Please specify any limitations that come along with disposable cards.,disposable_card_limits
2861,Will I be charged any fees if I want to add money with an international card?,top_up_by_card_charge
2862,Tell me why my topup wouldn't go through?,top_up_failed
2866,I forgot my pin and am blocked now. Can I reset it somewhere?,pin_blocked
2871,I want to request a physical card,order_physical_card
2873,My top-up has not posted.,pending_top_up
2874,How do I locate my PIN now that I have my card?,get_physical_card
2876,Is there a reason that my transfer failed?,failed_transfer
2877,What can I use to receive my salary?,receiving_money
2878,My preference is Mastercard.,visa_or_mastercard
2879,The card payment I made didn't work.,declined_card_payment
2881,I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,extra_charge_on_statement
2885,Can I top up online?,top_up_by_cash_or_cheque
2886,Why did you guys charge me an extra €1?,extra_charge_on_statement
2887,can you tell me why my card was declined?,declined_card_payment
2888,What is the procedure for me to get more cards on my account?,getting_spare_card
